"Issue ID","Parent ID","Project Key","Issue Type","Summary","Status","Description","Labels","Labels","Labels","Labels"
"126","123","TOR","Sub-task","20270730000020 — leads.claimed_by / claimed_at (base do ""Assumir"")","Testando","pré-requisito do M6: sem ela o gatilho do M6 falha","fatia-2","banco","status:testado","inv:H3-03"
"127","123","TOR","Sub-task","20270730000030 — custom_pipe_entries.deal_id + propagação nos dois sentidos","Testando","16.176 cards em 24 orgs que não tinham deal_id","fatia-2","banco","status:testado","inv:H3-04"
"128","123","TOR","Sub-task","20270730000040 — auto-seed respeita a flag deal_manual_only por org","Testando","gate por organização; ingest em edge function ainda ignora (item A)","fatia-2","banco","status:testar","inv:H3-05"
"129","123","TOR","Sub-task","M6 · 20270731000010 — trava contra responsável de outra organização","Testando","8 colunas, provada em 6 casos; escrita e NÃO acesa","fatia-2","banco","status:testado","inv:H3-06"
"130","123","TOR","Sub-task","20270803000010 — deals para de carregar posição (DROP pipeline_id/stage_id)","Testando","índices e FK caem sozinhos, sem CASCADE","fatia-2","banco","status:testado","inv:H3-07"
"131","123","TOR","Sub-task","20270803000020 — RPC abrir_negocio (a porta única de criação)","Testando","SECURITY INVOKER + título derivado ""Negócio de mês/ano""","fatia-2","banco","status:testado","inv:H3-08"
"132","123","TOR","Sub-task","20270803000030 — índice único parcial em pipeline_entries.deal_id","Testando","um negócio, uma posição; recusou dois cards no mesmo negócio em branch","fatia-2","banco","status:testado","inv:H3-09"
"133","123","TOR","Sub-task","20270803000040 — espelho leads.pipe_whatsapp esvazia em vez de congelar","Testando","sem isso o {estagio} mentia e a condição casava sempre","fatia-2","banco","status:testado","inv:H3-10"
"134","123","TOR","Sub-task","20270803000050 — RPC mover_negocio (avançar move, não copia)","Testando","recusa destino em funil custom de propósito (passo 5c em aberto)","fatia-2","banco","status:testado","inv:H3-11"
"135","123","TOR","Sub-task","20270805000010 — aposenta os funis de Carteira","Fazendo","c1718248, só na branch feat/card-do-lead (PR #1411 aberta)","fatia-2","banco","inv:H3-12",""
"136","123","TOR","Sub-task","20270729000010 — parâmetros de ""parado há"" nas RPCs do board","Testando","schema-only; dropa assinaturas antes de recriar e revoga PUBLIC+anon","fatia-2","banco","status:testado","inv:H3-13"
"137","123","TOR","Sub-task","Reescrever bulk_move_stage e bulk_add_to_custom_pipe sem ON CONFLICT no par","Testando","o par (pipeline_id, lead_id) deixou de ser único","fatia-2","banco","status:testado","inv:H3-14"
"138","123","TOR","Sub-task","Tolerar N negócios nos 26 call sites chaveados pelo par (funil, lead)","Testando","e3d20145 — Copilot e workflow incluídos","fatia-2","banco","status:testado","inv:H3-15"
"139","123","TOR","Sub-task","Rollback da 20270730000020 (leads_claim)","Testando","escrito, nunca exercitado","fatia-2","banco","status:testar","inv:H3-16"
"140","123","TOR","Sub-task","scripts/m6-inventario.sql — inventário do responsável cross-org","Testando","cresceu de 9 para 14 pares: campanha_leads (503×4) e campanha_members eram invisíveis","fatia-2","banco","status:testado","inv:H3-17"
"141","123","TOR","Sub-task","scripts/m6-limpeza-cross-org.sql — limpeza com backup e guarda","Testando","DML executável, NÃO executada em prod","fatia-2","banco","status:testar","inv:H3-18"
"142","123","TOR","Sub-task","scripts/backfill-lead-negocio-m4.{sql,mjs} — cada card vira um Negócio","Testando","um por card (decisão 11 revertida); título derivado do created_at no fuso da org","fatia-2","banco","status:testado","inv:H3-19"
"143","123","TOR","Sub-task","scripts/db-push-branch.sh — guarda mecânica de escrita","Testando","5ff10b76 — recusa ref de prod, dev aposentado e checkout linkado; as 5 recusas exercitadas","fatia-2","banco","status:testado","inv:H3-20"
"144","123","TOR","Sub-task","scripts/seed-branch.mjs + assert-dev-not-prod + dev:branch","Testando","5ff10b76 — predev recusa apontar o front para produção","fatia-2","banco","status:testado","inv:H3-21"
"145","1","TOR","Story","Fatia 2 — backend, Copilot, workflows e ingest","","","fatia-2","backend","inv:H4",""
"146","145","TOR","Sub-task","Copilot decide a ação lendo a etapa do Negócio e para de criar Negócio sozinho","Testando","85ef467f — enqueuePipelineStageUpdate criava entry via upsert","fatia-2","backend","status:testado","inv:H4-01"
"147","145","TOR","Sub-task","Roteamento de agente e prompt do Copilot leem a posição do Negócio","Testando","85ef467f — build-prompt, context-loader, agent-router, lead-profile-builder","fatia-2","backend","status:testado","inv:H4-02"
"148","145","TOR","Sub-task","Follow-ups do Copilot em lote filtram pelo Negócio","Testando","process-copilot-followups — sem teste próprio","fatia-2","backend","status:testar","inv:H4-03"
"149","145","TOR","Sub-task","Executor de workflow e action-handler leem a etapa do Negócio","Testando","b55a8881 — 5 leitores em 4 arquivos de _shared","fatia-2","backend","status:testar","inv:H4-04"
"150","145","TOR","Sub-task","Condição de automação com campo stage para de casar contra estado congelado","Testando","b55a8881 — era risco de envio ERRADO, não de envio faltando","fatia-2","backend","status:testado","inv:H4-05"
"151","145","TOR","Sub-task","Variável {estagio} das mensagens sai do Negócio, não do espelho legado","Testando","whatsapp-helpers.ts:324,340","fatia-2","backend","status:testar","inv:H4-06"
"152","145","TOR","Sub-task","Leitura em lote achata N→1 com o mesmo critério dos demais leitores","Testando","","fatia-2","backend","status:testar","inv:H4-07"
"153","145","TOR","Sub-task","Funil customizado: caminho do Copilot/workflow para de duplicar card","Testando","","fatia-2","backend","status:testar","inv:H4-08"
"154","145","TOR","Sub-task","Apagar a rota /negocios do front (8 arquivos, 1.485 linhas)","Testando","2d24c84c — 5 sítios de edição em 4 arquivos; dois quebravam o build","fatia-2","backend","status:testado","inv:H4-09"
"155","145","TOR","Sub-task","Religar o ""compareceu"" (Confirmação→Propostas) ao mover_negocio","Testando","6f81a443 — deixa de criar gêmeo em Orçamentos","fatia-2","backend","status:testar","inv:H4-10"
"156","145","TOR","Sub-task","Religar as outras duas telas de transição ao mover_negocio","Testando","feeb60b4 — PipeWhatsapp e MeetingFieldBlock","fatia-2","backend","status:testar","inv:H4-11"
"157","1","TOR","Story","L4 — a aba de Leads e os dois cards do Torque","","","L4","frontend","inv:H5",""
"158","157","TOR","Sub-task","Cluster ""Dados"" sai da lista e vai para o drawer (ADR-0024 §1)","Testando","1769d010 · PR #1407 — 290px de volta; coluna vazia em 97,1% das linhas","L4","frontend","status:testar","inv:H5-01"
"159","157","TOR","Sub-task","Stat cards do topo contam a organização, não a página (ADR-0024 §2)","Testando","3104b73c · PR #1410 — highRating/thisMonth/withSDR contavam só a página","L4","frontend","status:testar","inv:H5-02"
"160","157","TOR","Sub-task","Lista ordena por clique no cabeçalho","Testando","f9f4f1b2 · PR #1410 — ordem entra na queryKey do useLeads (área frágil)","L4","frontend","status:testado","inv:H5-03"
"161","157","TOR","Sub-task","Colunas Relação e Situação, lado a lado, nunca colapsadas (ADR-0023 §6)","Testando","86784a39 · PR #1409 — 170 leads têm um ganho e um aberto ao mesmo tempo","L4","frontend","status:testado","inv:H5-04"
"162","157","TOR","Sub-task","Bloco ""Compras"" no drawer do lead","Fazendo","destino do cluster Dados","L4","frontend","inv:H5-05",""
"163","157","TOR","Sub-task","Precedência venda-vs-carteira extraída para módulo puro","Testando","","L4","frontend","status:testar","inv:H5-06"
"164","157","TOR","Sub-task","Relação e Situação também no card do celular","Testando","Leads.tsx:766-802 — escrito, sem prova","L4","frontend","status:testar","inv:H5-07"
"165","157","TOR","Sub-task","Posição da etapa no useLeadsDeals para o desempate da Situação","Testando","","L4","frontend","status:testar","inv:H5-08"
"166","157","TOR","Sub-task","Card do Lead — a ficha da pessoa","Fazendo","88f87146 · PR #1411 ABERTA — cabeçalho Relação+Situação, anotação ancorada, Histórico/Negócios/Dados","L4","frontend","inv:H5-09",""
"167","157","TOR","Sub-task","Card do Negócio — a ficha da venda","Fazendo","88f87146 · PR #1411 — tempo lidera (sale_value existe em 1,1%); alerta de estagnação por mediana da etapa","L4","frontend","inv:H5-10",""
"168","157","TOR","Sub-task","Montagem: Card do Lead na aba Leads, Card do Negócio no pipe-whatsapp","Fazendo","nunca empilham; clicar na pessoa troca de card","L4","frontend","inv:H5-11",""
"169","157","TOR","Sub-task","stageIndex e stageCount no useLeadsDeals para a barra de progresso","Fazendo","stagePosition sozinho não serve de denominador","L4","frontend","inv:H5-12",""
"170","157","TOR","Sub-task","Card do Negócio move, ganha e perde pela trilha do funil","Fazendo","5f0753b3 — via useCrossPipeMove; botões somem sem etapa terminal (83 funis custom)","L4","frontend","inv:H5-13",""
"171","157","TOR","Sub-task","Edição inline dos campos do Lead volta ao card novo","Fazendo","5f0753b3 — useUpdateLead + useSaveCustomFieldValue; chave de sistema É o nome da coluna","L4","frontend","inv:H5-14",""
"172","157","TOR","Sub-task","Interruptor do Copilot e Excluir voltam ao cabeçalho do card","Fazendo","5f0753b3","L4","frontend","inv:H5-15",""
"173","157","TOR","Sub-task","Campo sem coluna (CNPJ, site, nascimento, endereço) e enum marcados só-leitura","Fazendo","5f0753b3 — visíveis com cadeado até a migration que cria as colunas","L4","frontend","inv:H5-16",""
"174","157","TOR","Sub-task","Rota /preview.html dos dois cards, sem App nem Supabase","Fazendo","88f87146","L4","frontend","inv:H5-17",""
"175","157","TOR","Sub-task","""Criar negócio"" pelo Card do Lead (abrir o NewDealDialog)","A fazer","construtor de opções vive dentro do CrossPipePanel (682 linhas, área frágil)","L4","frontend","inv:H5-18",""
"176","157","TOR","Sub-task","Card do Negócio novo montado nos outros três funis e na aba de Leads","A fazer","hoje só no pipe-whatsapp","L4","frontend","inv:H5-19",""
"177","157","TOR","Sub-task","Resolver o destino do bloco ""Compras"" — o drawer da ADR-0024 §1 não é mais montado","A fazer","os dois cards substituíram o drawer","L4","frontend","inv:H5-20",""
"178","157","TOR","Sub-task","useLeadsStats aplicar os mesmos filtros da lista","A fazer","","L4","frontend","inv:H5-21",""
"179","157","TOR","Sub-task","Ordenação da lista no celular","A fazer","","L4","frontend","inv:H5-22",""
"180","157","TOR","Sub-task","Avisar a piloto do salto nos números dos stat cards antes do deploy","A fazer","ADR-0024: vão ler MAIS alto — é correção, mas parece regressão","L4","frontend","inv:H5-23",""
"181","1","TOR","Story","Carteira vira recompra (ADR-0023 §8)","","","carteira","fatia-2","inv:H6",""
"182","181","TOR","Sub-task","Aposentar os funis de Carteira (upsell_base / upsell_gestao)","Fazendo","c1718248 — 1.078 etapas ativas em 97 orgs e ZERO entries usando; desativa, não apaga","carteira","fatia-2","inv:H6-01",""
"183","181","TOR","Sub-task","Limpar as 4 transições que apontavam para a carteira antes de desativar","Fazendo","ponteiro para funil inativo faz o move falhar em silêncio","carteira","fatia-2","inv:H6-02",""
"184","181","TOR","Sub-task","Converter os 344 pedidos de ERP em Negócios ganhos","Testando","scripts/backfill-carteira-negocios — 182 leads, 13 orgs; idempotente por deals.metadata","carteira","fatia-2","status:testado","inv:H6-03"
"185","181","TOR","Sub-task","Recusar org sem etapa de ganho ativa no backfill da carteira","Testando","sem destino o backfill inventaria lugar — defeito dos 83 funis custom sem desfecho","carteira","fatia-2","status:testado","inv:H6-04"
"186","1","TOR","Story","Documentação, ADRs e ensaios de deploy","","","docs","adr","inv:H7",""
"187","186","TOR","Sub-task","Spec da fatia 2 com as decisões A–F medidas em produção","Concluído","d836bd61 — três decisões mudaram por causa da medição","docs","adr","inv:H7-01",""
"188","186","TOR","Sub-task","ADR-0023 — o Negócio é a unidade do funil (supersede ADR-0005)","Concluído","8382dfe3 · docs/adr/0023","docs","adr","inv:H7-02",""
"189","186","TOR","Sub-task","ADR-0024 — o que a aba de Leads mostra (3 decisões)","Concluído","b810610a · PR #1404 · docs/adr/0024","docs","adr","inv:H7-03",""
"190","186","TOR","Sub-task","Reverter a decisão 11 — backfill volta a um Negócio por card","Concluído","e169f8b9 — 795 dos 801 pares envolvem Qualificação; fundir apagaria 933 cards","docs","adr","inv:H7-04",""
"191","186","TOR","Sub-task","Corrigir o item 3 do L1: são cinco nós n8n, não dois","Concluído","83a51dad","docs","adr","inv:H7-05",""
"192","186","TOR","Sub-task","Plano de migrations M1–M6 e decisões D1/D8 no vault","Concluído","a5a9b0ad","docs","adr","inv:H7-06",""
"193","186","TOR","Sub-task","Handoff do L4 para sessão limpa","Concluído","f7af5483","docs","adr","inv:H7-07",""
"194","186","TOR","Sub-task","Receita ensaiada do apply das 22 migrations pendentes","Concluído","76a46132 — 22, não 41; a única falha é omie_foundation (42P07)","docs","adr","inv:H7-08",""
"195","186","TOR","Sub-task","Ensaio cronometrado do backfill M4 e leitura dos 11 gatilhos","Concluído","2d299a2e — 1,7s na maior org, ~16s o backfill inteiro; nenhum gatilho dispara envio","docs","adr","inv:H7-09",""
"196","186","TOR","Sub-task","Aviso operacional da virada para a Milennials (texto)","Fazendo","aviso-operacional-milennials.md — escrito, não enviado","docs","adr","inv:H7-10",""
"197","1","TOR","Story","Testes e provas","","","qa","inv:H8","",""
"198","197","TOR","Sub-task","Execução conjunta das 18 suítes da feature — 217 testes verdes","Testando","","qa","status:testado","inv:H8-01",""
"199","197","TOR","Sub-task","Suíte de ordenação de coluna do funil + faixas ""Parado há"" client-side","Testando","tests/unit/funnel-column-sort.test.ts","qa","status:testado","inv:H8-02",""
"200","197","TOR","Sub-task","Suíte dos dois filtros de tempo do funil","Testando","tests/unit/funnel-filters-period-stalled.test.ts","qa","status:testado","inv:H8-03",""
"201","197","TOR","Sub-task","Suíte do contrato de ordem de deploy do ""Parado há"" (sharedRpcParams)","Testando","tests/unit/paginated-pipeline-stalled-params.test.ts","qa","status:testado","inv:H8-04",""
"202","197","TOR","Sub-task","Suíte das métricas de venda do lead (computeSalesMetrics)","Testando","tests/unit/leads-sales-metrics.test.ts","qa","status:testado","inv:H8-05",""
"203","197","TOR","Sub-task","Suíte do título do Negócio no useLeadsDeals (decisão 9)","Testando","tests/unit/use-leads-deals-title.test.ts","qa","status:testado","inv:H8-06",""
"204","197","TOR","Sub-task","Suíte do avanço de etapa pelo Copilot lendo o Negócio","Testando","tests/unit/decide-action-pipeline-stage.test.ts","qa","status:testado","inv:H8-07",""
"205","197","TOR","Sub-task","Suíte de upsertLeadIntoCustomPipe reescrita para o mundo pós-M1","Testando","tests/unit/stage-transition-custom-pipe.test.ts","qa","status:testado","inv:H8-08",""
"206","197","TOR","Sub-task","Suíte useCreatePipeProposta.dedup — era verde sobre produção duplicando","Testando","tests/unit/usePipePropostas.dedup.test.ts","qa","status:testado","inv:H8-09",""
"207","197","TOR","Sub-task","Suíte do avaliador de condições de workflow (field=stage)","Testando","","qa","status:testado","inv:H8-10",""
"208","197","TOR","Sub-task","Suítes do Copilot atualizadas (agent-router, lead-profile-builder)","Testando","","qa","status:testado","inv:H8-11",""
"209","197","TOR","Sub-task","Suíte de resolveVariables do workflow-action-handler","Testando","","qa","status:testado","inv:H8-12",""
"210","197","TOR","Sub-task","Suíte de ordenação da lista de Leads pelo cabeçalho","Testando","","qa","status:testado","inv:H8-13",""
"211","197","TOR","Sub-task","Suíte de Relação e Situação do lead","Testando","","qa","status:testado","inv:H8-14",""
"212","197","TOR","Sub-task","Suíte do DealDetailDialog","Testando","","qa","status:testado","inv:H8-15",""
"213","197","TOR","Sub-task","Suíte do NewDealDialog","Testando","","qa","status:testado","inv:H8-16",""
"214","197","TOR","Sub-task","Suíte de invalidação de cache do useCrossPipeMove","Testando","","qa","status:testado","inv:H8-17",""
"215","197","TOR","Sub-task","Suíte do CrossPipePanel no modelo de Negócio","Testando","","qa","status:testado","inv:H8-18",""
"216","197","TOR","Sub-task","Prova da fatia 2 em branch efêmera — 8 asserções verdes","Testando","9026075b · qa-seed/fatia2-branch-seed.sql","qa","status:testado","inv:H8-19",""
"217","197","TOR","Sub-task","Prova do M4: lead com dois cards sai com DOIS negócios","Testando","f40e4dcc · qa-seed/fatia2-m4-dois-negocios.sql","qa","status:testado","inv:H8-20",""
"218","197","TOR","Sub-task","Fixture de guardas do M4 e os três contrafactuais","Testando","qa-seed/m4-fixture.sql","qa","status:testado","inv:H8-21",""
"219","197","TOR","Sub-task","Teste de comportamento do M6 (trava cross-org)","Testando","qa-seed/m6-teste.sql","qa","status:testado","inv:H8-22",""
"220","197","TOR","Sub-task","Prova do espelho pipe_whatsapp que parou de congelar (5 casos)","Testando","qa-seed/fatia2-move-espelho.sql","qa","status:testado","inv:H8-23",""
"221","197","TOR","Sub-task","A/B de métricas de reunião: mover produz o mesmo que duplicar","Testando","qa-seed/fatia2-move-metricas.sql","qa","status:testado","inv:H8-24",""
"222","197","TOR","Sub-task","Prova do M1: bulk move preserva o negócio ganho","Testando","","qa","status:testado","inv:H8-25",""
"223","197","TOR","Sub-task","Prova da Carteira: 3 pedidos de ERP → 3 Negócios ganhos no mesmo funil","Testando","qa-seed/carteira-recompra-seed.sql","qa","status:testado","inv:H8-26",""
"224","197","TOR","Sub-task","Ensaio do apply das 22 migrations de ponta a ponta","Testando","branch yyvzakfeddnulpgdkgbm, encerrada","qa","status:testado","inv:H8-27",""
"225","197","TOR","Sub-task","Ensaio cronometrado do M4 em volume real (4.221 cards)","Testando","qa-seed/volume-m4-seed.sql","qa","status:testado","inv:H8-28",""
"226","197","TOR","Sub-task","Seed de usuário logado em branch para ver a aba de Leads","Testando","qa-seed/card-do-lead-auth-user.sql + promove-admin.sql","qa","status:testado","inv:H8-29",""
"227","197","TOR","Sub-task","LACUNA: QA logado com admin, membro e master separadamente","A fazer","a correção de RLS de deals é exatamente sobre master e multi-org","qa","inv:H8-30","",""
"228","197","TOR","Sub-task","LACUNA: os dois cards novos não têm nenhum teste automatizado","A fazer","zero arquivo de teste importa lead-card/deal-card","qa","inv:H8-31","",""
"229","197","TOR","Sub-task","LACUNA: unidades novas do redesenho de Funis e do move sem cobertura","A fazer","","qa","inv:H8-32","",""
"230","197","TOR","Sub-task","LACUNA: teste em celular (abaixo de 768px)","A fazer","a entrega da fatia 1 não existe abaixo de 768px","qa","inv:H8-33","",""
"231","197","TOR","Sub-task","LACUNA: prova de ponta do ""Parado há"" nos 3 funis do sistema","Testando","segue desligado por flag","qa","status:testar","inv:H8-34",""
"232","197","TOR","Sub-task","LACUNA: o sinal de CI não vale como gate — main e develop vermelhas","A fazer","~157 testes de dívida herdada; gate real é ratchet local","qa","inv:H8-35","",""
"233","1","TOR","Story","Deploy em produção — nada aplicado ainda","","","deploy","prod","inv:H9",""
"234","233","TOR","Sub-task","Mergear a PR #1411 (dois cards + Carteira recompra) em develop","Fazendo","aberta; 190 arquivos, +36.119 linhas","deploy","prod","inv:H9-01",""
"235","233","TOR","Sub-task","Fechar ou rebasar a PR #1405 (feat/aba-leads-l4) — duplicada e conflitante","A fazer","CONFLICTING; conteúdo já entrou por #1407/#1409/#1410","deploy","prod","inv:H9-02",""
"236","233","TOR","Sub-task","Reconferir o ledger de produção contra a receita antes do apply","A fazer","prod = 57 versões, última 20270807000003; outra frente aplica direto em prod","deploy","prod","inv:H9-03",""
"237","233","TOR","Sub-task","Aplicar as 22 migrations pendentes em produção","A fazer","db push → repair 20270203000000 → db push; botão do humano","deploy","prod","inv:H9-04",""
"238","233","TOR","Sub-task","Reparar 20270203000000 (omie_foundation) como aplicada durante o push","A fazer","falha previsível 42P07 — omie_connections já existe","deploy","prod","inv:H9-05",""
"239","233","TOR","Sub-task","Rodar a verificação pós-apply e conferir travas = 0","A fazer","se travas ≠ 0 a fatia 2 não valeu e o backfill não deve rodar","deploy","prod","inv:H9-06",""
"240","233","TOR","Sub-task","Rodar a limpeza dos responsáveis cross-org (14 pares, com backup)","A fazer","ANTES de acender o M6, senão 1.091 cards ficam imóveis","deploy","prod","inv:H9-07",""
"241","233","TOR","Sub-task","Acender o M6 na ordem certa (depende de leads.claimed_by existir)","A fazer","aplicar o M6 avulso falha","deploy","prod","inv:H9-08",""
"242","233","TOR","Sub-task","Rodar o backfill M4 em produção, org a org (Milennials primeiro)","A fazer","38.898 cards, 67 orgs, ~16s de execução","deploy","prod","inv:H9-09",""
"243","233","TOR","Sub-task","Reconciliar o card dd91cd35 da Basic4u antes do backfill dessa org","A fazer","única org bloqueada; a guarda 0b para antes de escrever","deploy","prod","inv:H9-10",""
"244","233","TOR","Sub-task","Rodar o backfill da Carteira (344 pedidos de ERP) org a org","A fazer","","deploy","prod","inv:H9-11",""
"245","233","TOR","Sub-task","Deployar as 29 edge functions tocadas pela fatia 2","A fazer","medido: zero delas está deployada com este código","deploy","prod","inv:H9-12",""
"246","233","TOR","Sub-task","Abrir e mergear o PR develop→main da fatia 2","A fazer","merge em main constrói a imagem","deploy","prod","inv:H9-13",""
"247","233","TOR","Sub-task","Publicar o front em produção (Redeploy EasyPanel) e resolver a contradição do doc de deploy","A fazer","CLAUDE.md da raiz e origin/main discordam sobre deploy automático","deploy","prod","inv:H9-14",""
"248","233","TOR","Sub-task","Regenerar types.ts a partir de produção depois do apply","A fazer","gerar da branch corrompe — a branch não tem as órfãs de prod","deploy","prod","inv:H9-15",""
"249","233","TOR","Sub-task","Remover as pontes as never de abrir_negocio e mover_negocio","A fazer","só depois do apply + types","deploy","prod","inv:H9-16",""
"250","233","TOR","Sub-task","Acender a flag deal_manual_only na Milennials (piloto)","A fazer","","deploy","prod","inv:H9-17",""
"251","233","TOR","Sub-task","Fechar o item A: ingest em edge function ignora a flag deal_manual_only","A fazer","o gate está no banco, não no código das funções","deploy","prod","inv:H9-18",""
"252","233","TOR","Sub-task","Patchar os 4 nós n8n de ingest para pararem de mandar place_in_pipe","A fazer","no MESMO dia do aviso operacional, senão vira chamado de ""sumiu lead""","deploy","prod","inv:H9-19",""
"253","233","TOR","Sub-task","Decidir o destino do 5º nó n8n (Sweep Reunião → Agendado)","A fazer","faz PATCH direto em pipeline_entries a cada 3 min, fora de qualquer guarda","deploy","prod","inv:H9-20",""
"254","233","TOR","Sub-task","Enviar o aviso operacional à Milennials no dia da virada","A fazer","","deploy","prod","inv:H9-21",""
"255","233","TOR","Sub-task","🔴 Rotacionar a service_role key de produção exposta em texto plano no n8n","A fazer","nó bUHokUwk8Brv4xNo — ignora RLS no banco inteiro, não só na piloto","deploy","prod","inv:H9-22",""
"256","233","TOR","Sub-task","🔴 Rotacionar o x-webhook-key do lead-webhook (segredo adivinhável)","A fazer","quem adivinhar injeta lead na organização","deploy","prod","inv:H9-23",""
"257","233","TOR","Sub-task","Limpar os sítios que ainda ESCREVEM leads.pipe_whatsapp antes do DROP","A fazer","inventário subestimado: 10 sítios, não 8","deploy","prod","inv:H9-24",""
"258","1","TOR","Story","Decisões abertas e fatia 3","","","decisao","fatia-3","inv:H10",""
"259","258","TOR","Sub-task","Decidir o passo 5c — mover Negócio para funil customizado","A fazer","obriga delete+insert e o card perde o id; mover_negocio recusa de propósito","decisao","fatia-3","inv:H10-01",""
"260","258","TOR","Sub-task","Decidir o escopo restante da fusão de identidade com a Carteira (§8)","A fazer","a outra metade da aba de Leads","decisao","fatia-3","inv:H10-02",""
